,QUESTION,CONTEXTS,LABELS,MESHES,YEAR,reasoning_required_pred,reasoning_free_pred,final_decision,LONG_ANSWER
25488976,Does high intelligence improve prognosis?,"['Lower intelligence early in life is associated with increased risks for coronary heart disease (CHD) and mortality. Intelligence level might affect compliance to treatment but its prognostic importance in patients with CHD is unknown.', 'A cohort of 1923 Swedish men with a measure of intelligence from mandatory military conscription in 1969-1970 at age 18-20, who were diagnosed with CHD 1991-2007, were followed to the end of 2008.', 'recurrent CHD event. Secondary outcome: case fatality from the first event, cardiovascular and all-cause mortality. National registers provided information on CHD events, comorbidity, mortality and socioeconomic factors.', 'The fully adjusted HRs for recurrent CHD for medium and low intelligence, compared with high intelligence, were 0.98, (95% CIs 0.83 to 1.16) and 1.09 (0.89 to 1.34), respectively. The risks were increased for cardiovascular and all-cause mortality with lower intelligence, but were attenuated in the fully adjusted models (fully adjusted HRs for cardiovascular mortality 1.92 (0.94 to 3.94) and 1.98 (0.89 to 4.37), respectively; for all-cause mortality 1.63 (1.00 to 2.65) and 1.62 (0.94 to 2.78), respectively). There was no increased risk for case-fatality at the first event (fully adjusted ORs 1.06 (0.73 to 1.55) and 0.97 (0.62 to 1.50), respectively).']","['BACKGROUND', 'METHODS', 'PRIMARY OUTCOME', 'RESULTS']","['Adolescent', 'Adult', 'Alcohol Drinking', 'Cause of Death', 'Comorbidity', 'Coronary Disease', 'Humans', 'Intelligence', 'Longitudinal Studies', 'Male', 'Middle Aged', 'Mortality, Premature', 'Occupations', 'Prognosis', 'Protective Factors', 'Recurrence', 'Risk Factors', 'Smoking', 'Social Class', 'Sweden', 'Young Adult']",2015,,,,"Although we found lower intelligence to be associated with increased mortality in middle-aged men with CHD, there was no evidence for its possible effect on recurrence in CHD."
23164358,Can cognitive deficits facilitate differential diagnosis between at-risk mental state for psychosis and depressive disorders?,"[""Neurocognitive performance of four groups was analysed: 22 ARMS individuals with later transition to psychosis (ARMS-T), 25 ARMS individuals without later transition to psychosis (ARMS-NT), 34 controls with depressive disorders and 76 healthy controls. The subjects were assessed with a neurocognitive test battery covering the domains' intelligence, executive function and attention/ working memory. MANOVAs, ANOVAs and Tukey's tests were applied after adjustment for confounding factors."", 'ARMS-T showed significant cognitive deficits in working memory and in certain executive function tasks compared with healthy controls as well as with controls with depression. Controls with depression were only impaired in time per move in the tower of Hanoi test when compared with healthy controls.']","['METHODS', 'RESULTS']","['Adult', 'Case-Control Studies', 'Cognition Disorders', 'Depressive Disorder', 'Diagnosis, Differential', 'Female', 'Humans', 'Male', 'Neuropsychological Tests', 'Predictive Value of Tests', 'Prodromal Symptoms', 'Psychotic Disorders']",2013,,,,"The psychosis prodrome seems to be associated with cognitive deficits in the domains of working memory and executive function. In contrast, depressive patients showed no cognitive deficits, but slowing in one executive function task. Neurocognitive testing might therefore contribute to the differential diagnosis between prodromal psychosis and depressive disorders."
27062554,Are Weight Status and Cognition Associated?,"['The aim of this study was to characterise the association between the cognitive profile and weight restoration in children and adolescents with anorexia nervosa.', 'The study was a longitudinal, matched case-control, multicentre study. An assessment of cognitive functions was conducted by using the Wechsler Intelligence Scale for Children-III/the Wechsler Adult Intelligence Scale-III, the Test of Memory and Learning-second edition, Trail Making Tests A and B, the Rey-Osterrieth Complex Figure Test and the Cambridge Neuropsychological Test Automated Battery.', 'One hundred twenty individuals, 60 patients with anorexia nervosa with mean age of 14.65 (SD 1.820)\u2009years and 60 healthy controls with mean age of 14.76 (SD 1.704)\u2009years, participated. No association was found between weight recovery and cognitive functions. However, a significant increase in motor speed was found in Trail Making Test A (p\u2009=\u20090.004), Reaction Time (RTI) five-choice movement time (p\u2009=\u20090.002) and RTI simple movement time (p\u2009=\u20090.011), resulting in a normalisation corresponding to that found in healthy controls. Furthermore, a significantly lower score in the perceptual organization index (p\u2009=\u20090.029) was found at follow-up.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Adult', 'Anorexia Nervosa', 'Body Weight', 'Child', 'Cognition', 'Cognition Disorders', 'Female', 'Hospitalization', 'Humans', 'Intelligence', 'Intelligence Tests', 'Male', 'Memory', 'Neuropsychological Tests', 'Trail Making Test', 'Wechsler Scales']",2016,,,,Weight recovery appears not to be associated with cognition. Copyright © 2016 The Authors European Eating Disorders Review published by Eating Disorders Association and John Wiley&Sons Ltd.
25012405,Cognitive functions in euthymic Egyptian patients with bipolar disorder: are they different from healthy controls?,"['There is marked interest to research neurocognitive functions in bipolar disorder during euthymia. Consequently we aimed to study cognitive functions in euthymic bipolar patients and factors affecting them.', 'It is a cross sectional case-control study of 60 euthymic bipolar patients and 30 matched healthy controls. They were subjected to: Structured Clinical Interview for DSM-IV disorders, (SCID-I) to ascertain clinical diagnosis, Young Mania Rating Scale (YMRS), Hamilton Rating Scale for Depression (HRSD) to validate euthymia. Wechsler Adult Intelligence Scale (WAIS) for general intellectual abilities, Wechsler Memory Scale-Revised (WMS-R) for memory, Wisconsin Card Sorting Test (WCST) for executive functions, Continuous Performance Test (CPT) for attention and impulsivity, and an information sheet gathering patient data.', ""Bipolar patients had statistically significant lower mean IQ scores in all WAIS subscales (p=0.000), significantly lower memory abilities especially digit span and visual memory, higher impulsivity and inattention (p=0.000) but no significant difference in response time by CPT. They displayed significantly lower executive performance on WCST. Patients' years of education correlated positively with IQ. Hospital admission, number, type of episodes and total number of episodes affected memory functions. Hospital admission and number of hypomanic episodes correlated with attention and impulsivity. Previous hospitalization correlated with executive functions.""]","['BACKGROUND', 'METHODS', 'RESULTS']","['Adolescent', 'Adult', 'Bipolar Disorder', 'Case-Control Studies', 'Cognition', 'Cross-Sectional Studies', 'Egypt', 'Executive Function', 'Female', 'Humans', 'Male', 'Memory', 'Middle Aged', 'Neuropsychological Tests', 'Wechsler Scales', 'Young Adult']",2014,,,,"Euthymic bipolar patients exhibit cognitive deficits, which correlated with clinical variables as number, type of episodes and previous hospitalization, this knowledge could help minimize cognitive impairments for future patients."
25012606,Are there gender differences in the emotional intelligence of resident physicians?,"['Because academic literature indicates that emotional intelligence (EI) is tied to work performance, job satisfaction, burnout, and client satisfaction, there is great interest in understanding physician EI.', 'To determine whether gender differences in resident EI profiles mirror EI gender differences in the general population.STUDY DESIGN (INCLUDE PARTICIPANTS AND SETTING): A total of 325 residents in 3 types of residency programs (pathology, pediatrics, and general surgery) at 3 large academic institutions were invited electronically to complete the validated Trait Emotional Intelligence Questionnaire (TEIQue), a tool consisting of 153 items that cluster to 15 independent facets, 4 composite factors, and 1 global EI score.', 'The response rate was 42.8% (n = 139, women = 84). Global EI was not significantly different between men and women resident physicians (p = 0.74). Women scored higher than men in the TEIQue facets impulse control (p = 0.004) and relationships (p = 0.004). Men scored higher than women in 2 facets, stress management (p = 0.008) and emotion management (p = 0.023). Within surgery (n = 85, women = 46), women scored higher than men in impulse control (p = 0.006), whereas men scored higher in stress management (p = 0.008).']","['BACKGROUND', 'OBJECTIVE', 'RESULTS']","['Adult', 'Clinical Competence', 'Emotional Intelligence', 'Female', 'General Surgery', 'Humans', 'Internship and Residency', 'Male']",,,,,"Men and women residents across 3 specialties demonstrated near-identical global EI scores. However, gender differences in specific TEIQue facets suggest that similar to the general population, men and women residents may benefit from specific training of different EI domains to enhance well-rounded development. The lack of significant gender differences within surgery may indicate that surgery attracts individuals with particular EI profiles regardless of gender. Future research should focus on the functional relationship between educational interventions that promote targeted EI development and enhanced clinical performance."
23481123,Does lifetime exposure to hormones predict pretreatment cognitive function in women before adjuvant therapy for breast cancer?,"[""Women with breast cancer have been found to have poorer cognitive function before the initiation of systemic adjuvant therapy than their age- and education-matched counterparts. The basis for this may partly include hormone exposure during the course of a woman's life."", 'We compared cognitive function between postmenopausal women with breast cancer before the initiation of systemic adjuvant therapy and healthy age- and education-matched postmenopausal women and examined whether factors related to lifetime exposure to hormones predicted cognitive function before therapy.', 'We found that, compared with healthy women, women with breast cancer had poorer memory (P = 0.05) and attention (P = 0.006). Controlling for the covariates age and estimated verbal intelligence, we found that factors related to greater lifetime hormone exposure (oral contraceptive use, greater years since menopause, and longer duration of hormone therapy) predicted cognitive function (executive function, verbal learning and memory, attention, psychomotor efficiency, and visual sustained attention) in women with and without breast cancer but did not explain the differences in cognitive function observed at pretreatment in women with breast cancer.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Attitude to Health', 'Breast Neoplasms', 'Chemotherapy, Adjuvant', 'Cognition', 'Cognition Disorders', 'Female', 'Health Status', 'Healthy Volunteers', 'Humans', 'Middle Aged', 'Postmenopause', 'Quality of Life', ""Women's Health""]",2013,,,,"Other factors may explain the poorer pretreatment cognitive function in women with breast cancer, including persistent effects of surgical operation and anesthesia, sleep problems, and tumor-related factors. Additional studies are needed to explicate the basis of poorer pretherapy cognitive function in this population."
22141327,More academics in regular schools?,"['Studies from the UK have shown that children with Down syndrome acquire more academic skills in regular education. Does this likewise hold true for the Dutch situation, even after the effect of selective placement has been taken into account?', ""In 2006, an extensive questionnaire was sent to 160 parents of (specially and regularly placed) children with Down syndrome (born 1993-2000) in primary education in the Netherlands with a response rate of 76%. Questions were related to the child's school history, academic and non-academic skills, intelligence quotient, parental educational level, the extent to which parents worked on academics with their child at home, and the amount of academic instructional time at school. Academic skills were predicted with the other variables as independents."", 'For the children in regular schools much more time proved to be spent on academics. Academic performance appeared to be predicted reasonably well on the basis of age, non-academic skills, parental educational level and the extent to which parents worked at home on academics. However, more variance could be predicted when the total amount of years that the child spent in regular education was added, especially regarding reading and to a lesser extent regarding writing and math. In addition, we could prove that this finding could not be accounted for by endogenity.']","['BACKGROUND', 'METHOD', 'RESULTS']","['Child', 'Child, Preschool', 'Curriculum', 'Down Syndrome', 'Education of Intellectually Disabled', 'Education, Special', 'Educational Status', 'Female', 'Humans', 'Mainstreaming (Education)', 'Male', 'Netherlands', 'Program Evaluation']",2013,,,,"Regularly placed children with Down syndrome learn more academics. However, this is not a straight consequence of inclusive placement and age alone, but is also determined by factors such as cognitive functioning, non-academic skills, parental educational level and the extent to which parents worked at home on academics. Nevertheless, it could be proven that the more advanced academic skills of the regularly placed children are not only due to selective placement. The positive effect of regular school on academics appeared to be most pronounced for reading skills."
23420272,Artificial intelligence techniques: An efficient new approach to challenge the assessment of complex clinical fields such as airway clearance techniques in patients with cystic fibrosis?,"['To construct an artificial intelligence application to assist untrained physiotherapists in determining the appropriate physiotherapy exercises to improve the quality of life of patients with cystic fibrosis.', 'A total of 42 children (21 boys and 21 girls), age range 6-18 years, participated in a clinical survey between 2001 and 2005.', 'Data collected during the clinical survey were entered into a neural network in order to correlate the health state indicators of the patients and the type of physiotherapy exercise to be followed. Cross-validation of the network was carried out by comparing the health state indicators achieved after following a certain physiotherapy exercise and the health state indicators predicted by the network.', 'The lifestyle and health state indicators of the survey participants improved. The network predicted the health state indicators of the participants with an accuracy of 93%. The results of the cross-validation test were within the error margins of the real-life indicators.']","['OBJECTIVE', 'SUBJECTS', 'METHODS', 'RESULTS']","['Adolescent', 'Artificial Intelligence', 'Child', 'Cystic Fibrosis', 'Female', 'Health Status Indicators', 'Humans', 'Male', 'Neural Networks (Computer)', 'Respiratory Therapy']",2013,,,,"Using data on the clinical state of individuals with cystic fibrosis, it is possible to determine the most effective type of physiotherapy exercise for improving overall health state indicators."
27479488,Do Executive Function and Impulsivity Predict Adolescent Health Behaviour after Accounting for Intelligence?,"['Executive function, impulsivity, and intelligence are correlated markers of cognitive resource that predict health-related behaviours. It is unknown whether executive function and impulsivity are unique predictors of these behaviours after accounting for intelligence.', 'Data from 6069 participants from the Avon Longitudinal Study of Parents and Children were analysed to investigate whether components of executive function (selective attention, attentional control, working memory, and response inhibition) and impulsivity (parent-rated) measured between ages 8 and 10, predicted having ever drunk alcohol, having ever smoked, fruit and vegetable consumption, physical activity, and overweight at age 13, after accounting for intelligence at age 8 and childhood socioeconomic characteristics.', 'Higher intelligence predicted having drunk alcohol, not smoking, greater fruit and vegetable consumption, and not being overweight. After accounting for intelligence, impulsivity predicted alcohol use (odds ratio = 1.10; 99% confidence interval = 1.02, 1.19) and smoking (1.22; 1.11, 1.34). Working memory predicted not being overweight (0.90; 0.81, 0.99).']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Adolescent Health', 'Alcohol Drinking', 'Attention', 'Body Mass Index', 'Child', 'Diet, Vegetarian', 'Exercise', 'Female', 'Health Behavior', 'Humans', 'Intelligence', 'Longitudinal Studies', 'Male', 'Memory, Short-Term', 'Overweight', 'Smoking']",2016,,,,"After accounting for intelligence, executive function predicts overweight status but not health-related behaviours in early adolescence, whilst impulsivity predicts the onset of alcohol and cigarette use, all with small effects. This suggests overlap between executive function and intelligence as predictors of health behaviour in this cohort, with trait impulsivity accounting for additional variance."
26689235,Reading Ability as an Estimator of Premorbid Intelligence: Does It Remain Stable Among Ethnically Diverse HIV+ Adults?,"['The Wide Range Achievement Test, 3rd edition, Reading Recognition subtest (WRAT-3 RR) is an established measure of premorbid ability. Furthermore, its long-term reliability is not well documented, particularly in diverse populations with CNS-relevant disease.', 'We examined test-retest reliability of the WRAT-3 RR over time in an HIV+ sample of predominantly racial/ethnic minority adults.', ""Participants (N = 88) completed a comprehensive neuropsychological battery, including the WRAT-3 RR, on at least two separate study visits. Intraclass correlation coefficients (ICCs) were computed using scores from baseline and follow-up assessments to determine the test-retest reliability of the WRAT-3 RR across racial/ethnic groups and changes in medical (immunological) and clinical (neurocognitive) factors. Additionally, Fisher's Z tests were used to determine the significance of the differences between ICCs."", ""The average test-retest interval was 58.7 months (SD = 36.4). The overall WRAT-3 RR test-retest reliability was high (r = .97, p<.001) and remained robust across all demographic, medical, and clinical variables (all r's>.92). ICCs did not differ significantly between the subgroups tested (all Fisher's Z p's>.05).""]","['UNLABELLED', 'OBJECTIVE', 'METHOD', 'RESULTS']","['Adult', 'Aged', 'Female', 'HIV Infections', 'Humans', 'Intelligence', 'Male', 'Middle Aged', 'Neuropsychological Tests', 'Reading', 'Reproducibility of Results', 'Young Adult']",2015,,,,"Overall, this study supports the appropriateness of word-reading tests, such as the WRAT-3 RR, for use as stable premorbid IQ estimates among ethnically diverse groups. Moreover, this study supports the reliability of this measure in the context of change in health and neurocognitive status and in lengthy inter-test intervals. These findings offer strong rationale for reading as a ""hold"" test, even in the presence of a chronic, variable disease such as HIV."
26708233,Can enriching emotional intelligence improve medical students' proactivity and adaptability during OB/GYN clerkships?,"[""The purpose of this pilot study was to examine our hypothesis that enriching workplace emotional intelligence through resident coaches could improve third-year medical students' adaptability and proactivity on the Obstetrics and Gynecology clerkship."", ""An observational pilot study was conducted in a teaching hospital. Fourteen 3rd year medical students from two cohorts of clerkships were randomly divided into two groups, and equally assigned to trained resident coaches and untrained resident coaches. Data was collected through onsite naturalistic observation of students' adaptability and proactivity in clinical settings using a checklist with a 4-point Likert scale (1=poor to 4=excellent). Wilcoxon rank-sum test was used to compare the differences between these two groups."", ""A total of 280 data points were collected through onsite observations conducted by investigators. All (n=14) students' adaptability and proactivity performance significantly improved from an average of 3.04 to 3.45 (p=0.014) over 6-week clerkship. Overall, students with trained resident coaches adapted significantly faster and were more proactive in the obstetrics and gynecology clinical setting than the students with untrained coaches (3.31 vs. 3.24, p=0.019).""]","['OBJECTIVE', 'METHODS', 'RESULTS']","['Adaptation, Psychological', 'Clinical Clerkship', 'Emotional Intelligence', 'Female', 'Gynecology', 'Humans', 'Male', 'Obstetrics', 'Pilot Projects', 'Students, Medical']",2015,,,,Findings from our pilot study supported our hypothesis that enriching workplace emotional intelligence knowledge through resident coaches was able to help medical students adapt into obstetrics and gynecology clinical settings faster and become more proactive in learning. Clerkship programs can incorporate the concept of a resident coach in their curriculum to help bridge medical students into clinical settings and to help them engage in self-directed learning throughout the rotation.
23762357,The role of intelligence in posttraumatic stress disorder: does it vary by trauma severity?,"['Only a small minority of trauma victims develops post-traumatic stress disorder (PTSD), suggesting that victims vary in their predispositions to the PTSD response to stressors. It is assumed that the role of predispositions in PTSD varies by trauma severity: when stressors are less severe, predispositions play a bigger role. In this study, we test whether the role of intelligence in PTSD varies by trauma severity. Specifically, does low intelligence plays a bigger part among victims of lower magnitude stressors than among victims of extreme stressors?', 'Data come from a longitudinal study of randomly selected sample in Southeast Michigan (n\u200a=\u200a713). IQ was measured at age 6. PTSD was measured at age 17, using the NIMH-DIS for DSM-IV. Stressors were classified as extreme if they involved assaultive violence (e.g. rape, sexual assault, threatened with a weapon); other stressors in the list (e.g. disaster, accidents) were classified as lower magnitude. Assaultive violence victims had experienced assaultive violence plus other event types or only assaultive violence. Victims of other stressors were participants who had never experienced assaultive violence. We compared the influence of age 6 IQ on PTSD among persons exposed to assaultive violence vs. other stressors, using multinomial logistic regression.', 'Relative risk ratio (RRR) for PTSD associated with a one point drop in age 6 IQ among victims of assaultive violence was 1.04 (95% CI 1.01, 1.06); among victims of other stressors, it was 1.03 (95% CI 0.99, 1.06). A comparison of the two RRRs indicates no significant difference between the two estimates (p\u200a=\u200a0.652). IQ does not play a bigger role in PTSD among victims of other stressors than it does among victims of assaultive violence.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adolescent', 'Child', 'Diagnostic and Statistical Manual of Mental Disorders', 'Disease Susceptibility', 'Female', 'Follow-Up Studies', 'Humans', 'Intelligence', 'Life Change Events', 'Male', 'Michigan', 'Prospective Studies', 'Risk Factors', 'Sex Offenses', 'Stress Disorders, Post-Traumatic', 'Trauma Severity Indices', 'Violence']",2013,,,,"Lower IQ exerts an adverse PTSD effect on trauma victims, with no evidence of variability by the severity of trauma they have experienced."
